total_absences,module_id,prof_id,promo,apogee,mark,year
24.0,12,2,2019,20612869,12.96,2016/2017
24.0,32,12,2019,20612869,13.67,2018/2019
9.0,27,16,2019,20612869,12.89,2017/2018
7.0,8,24,2019,20612869,11.45,2016/2017
30.0,24,12,2019,57761949,12.51,2017/2018
18.0,13,11,2019,57761949,11.15,2016/2017
28.0,28,5,2019,57761949,14.4,2017/2018
27.0,31,9,2019,57761949,12.41,2018/2019
23.0,23,9,2019,57761949,11.82,2017/2018
29.0,26,7,2019,57761949,15.03,2017/2018
24.0,21,25,2019,57761949,9.76,2017/2018
20.0,37,17,2019,57761949,11.52,2018/2019
15.0,3,21,2019,57761949,12.0,2016/2017
18.0,22,26,2019,57761949,14.07,2017/2018
13.0,38,27,2019,57761949,15.67,2018/2019
21.0,18,4,2019,57761949,10.79,2017/2018
25.0,4,22,2019,57761949,16.01,2016/2017
27.0,10,6,2019,57761949,12.0,2016/2017
6.0,33,11,2019,57761949,14.23,2018/2019
23.0,16,13,2019,57761949,12.0,2017/2018
15.0,9,10,2019,57761949,14.92,2016/2017
32.0,25,2,2019,57761949,13.69,2017/2018
22.0,17,1,2019,57761949,15.26,2017/2018
29.0,5,8,2019,57761949,12.0,2016/2017
31.0,11,6,2019,57761949,17.62,2016/2017
22.0,6,15,2019,57761949,13.07,2016/2017
29.0,7,23,2019,57761949,14.67,2016/2017
32.0,12,2,2019,57761949,12.96,2016/2017
24.0,32,12,2019,57761949,16.83,2018/2019
23.0,27,16,2019,57761949,16.61,2017/2018
21.0,8,24,2019,57761949,14.05,2016/2017
28.0,24,12,2019,63830043,16.21,2017/2018
14.0,13,11,2019,63830043,18.34,2016/2017
24.0,28,5,2019,63830043,16.87,2017/2018
29.0,31,9,2019,63830043,13.11,2018/2019
22.0,23,9,2019,63830043,11.74,2017/2018
29.0,26,7,2019,63830043,12.0,2017/2018
22.0,21,25,2019,63830043,12.0,2017/2018
18.0,37,17,2019,63830043,10.99,2018/2019
13.0,3,21,2019,63830043,12.58,2016/2017
15.0,22,26,2019,63830043,13.15,2017/2018
12.0,38,27,2019,63830043,13.94,2018/2019
23.0,18,4,2019,63830043,14.11,2017/2018
30.0,4,22,2019,63830043,9.44,2016/2017
30.0,10,6,2019,63830043,12.59,2016/2017
15.0,33,11,2019,63830043,13.92,2018/2019
26.0,16,13,2019,63830043,15.36,2017/2018
23.0,9,10,2019,63830043,15.75,2016/2017
25.0,25,2,2019,63830043,15.24,2017/2018
25.0,17,1,2019,63830043,13.88,2017/2018
23.0,5,8,2019,63830043,13.57,2016/2017
28.0,11,6,2019,63830043,12.0,2016/2017
20.0,6,15,2019,63830043,11.69,2016/2017
25.0,7,23,2019,63830043,16.8,2016/2017
25.0,12,2,2019,63830043,14.53,2016/2017
28.0,32,12,2019,63830043,11.57,2018/2019
17.0,27,16,2019,63830043,9.67,2017/2018
18.0,8,24,2019,63830043,13.16,2016/2017
30.0,24,12,2019,31295400,14.84,2017/2018
20.0,13,11,2019,31295400,16.04,2016/2017
24.0,28,5,2019,31295400,14.53,2017/2018
27.0,31,9,2019,31295400,13.03,2018/2019
21.0,23,9,2019,31295400,12.53,2017/2018
30.0,26,7,2019,31295400,13.21,2017/2018
31.0,21,25,2019,31295400,12.0,2017/2018
22.0,37,17,2019,31295400,12.0,2018/2019
10.0,3,21,2019,31295400,12.0,2016/2017
16.0,22,26,2019,31295400,10.24,2017/2018
10.0,38,27,2019,31295400,14.39,2018/2019
18.0,18,4,2019,31295400,14.59,2017/2018
30.0,4,22,2019,31295400,12.0,2016/2017
26.0,10,6,2019,31295400,17.79,2016/2017
13.0,33,11,2019,31295400,12.0,2018/2019
19.0,16,13,2019,31295400,14.19,2017/2018
17.0,9,10,2019,31295400,17.65,2016/2017
30.0,25,2,2019,31295400,11.48,2017/2018
25.0,17,1,2019,31295400,17.15,2017/2018
27.0,5,8,2019,31295400,12.0,2016/2017
31.0,11,6,2019,31295400,12.0,2016/2017
17.0,6,15,2019,31295400,10.89,2016/2017
28.0,7,23,2019,31295400,16.55,2016/2017
28.0,12,2,2019,31295400,11.03,2016/2017
28.0,32,12,2019,31295400,12.43,2018/2019
19.0,27,16,2019,31295400,13.49,2017/2018
21.0,8,24,2019,31295400,11.86,2016/2017
24.0,24,12,2019,66110542,12.0,2017/2018
1.0,13,11,2019,66110542,13.15,2016/2017
21.0,28,5,2019,66110542,15.27,2017/2018
21.0,31,9,2019,66110542,9.94,2018/2019
13.0,23,9,2019,66110542,11.82,2017/2018
21.0,26,7,2019,66110542,12.0,2017/2018
19.0,21,25,2019,66110542,13.47,2017/2018
14.0,37,17,2019,66110542,12.68,2018/2019
5.0,3,21,2019,66110542,12.0,2016/2017
7.0,22,26,2019,66110542,12.34,2017/2018
3.0,38,27,2019,66110542,14.12,2018/2019
14.0,18,4,2019,66110542,12.0,2017/2018
22.0,4,22,2019,66110542,15.67,2016/2017
24.0,10,6,2019,66110542,15.62,2016/2017
4.0,33,11,2019,66110542,10.89,2018/2019
13.0,16,13,2019,66110542,14.71,2017/2018
25.0,9,10,2019,66110542,12.0,2016/2017
24.0,25,2,2019,66110542,11.91,2017/2018
21.0,17,1,2019,66110542,11.01,2017/2018
22.0,5,8,2019,66110542,12.3,2016/2017
21.0,11,6,2019,66110542,12.0,2016/2017
19.0,6,15,2019,66110542,12.49,2016/2017
19.0,7,23,2019,66110542,16.04,2016/2017
25.0,12,2,2019,66110542,11.99,2016/2017
22.0,32,12,2019,66110542,12.76,2018/2019
13.0,27,16,2019,66110542,12.0,2017/2018
12.0,8,24,2019,66110542,15.04,2016/2017
31.0,24,12,2019,40031992,14.18,2017/2018
23.0,13,11,2019,40031992,10.77,2016/2017
32.0,28,5,2019,40031992,13.7,2017/2018
28.0,31,9,2019,40031992,12.0,2018/2019
24.0,23,9,2019,40031992,15.89,2017/2018
32.0,26,7,2019,40031992,14.19,2017/2018
29.0,21,25,2019,40031992,11.44,2017/2018
25.0,37,17,2019,40031992,9.2,2018/2019
19.0,3,21,2019,40031992,14.01,2016/2017
22.0,22,26,2019,40031992,15.86,2017/2018
23.0,38,27,2019,40031992,11.27,2018/2019
24.0,18,4,2019,40031992,15.77,2017/2018
32.0,4,22,2019,40031992,17.35,2016/2017
30.0,10,6,2019,40031992,15.85,2016/2017
21.0,33,11,2019,40031992,15.37,2018/2019
30.0,16,13,2019,40031992,12.0,2017/2018
25.0,9,10,2019,40031992,11.91,2016/2017
